priority,need,fit,name,corp_code,stock_code,listed,sector,industry,type,rev,cagr3,ebitda,ebitda_m,net_debt,nd_ebitda,debt_ratio,curr_ratio,cash,draw_3y,dep_ratio,nd_per_rev,gap_12m,gap_3y,gap_basis,fs_year,fs_source,fs_ocf,fs_capex,fs_dividend,fs_lease_repay,fs_fcf,fs_gross_debt,fs_borrowings_st,fs_d_net_debt_measured,fs_uses_direct,fs_residual,fs_residual_pct,fs_ebitda_source,angle_primary,angles_detail,min_cash_pct,min_cash_basis,runway_m,status,last_funding_date,last_funding_nm,drivers
69.6,57.4,54.9,동국성신(주),00862260,,false,제조업,전자부품·컴퓨터·통신장비,REFI(롤오버형),1106.5,-0.043,58.8,0.053,561.9,9.6,1.46,0.508,128.3,97.8,1.801,,0,40,measured_cashbridge,2025,audit,23,3.5,,,19.5,690.3,672.8,-24,16.4,-17.4,0.0157,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 0/3년),0.02,company_history,,,,,순부채/EBITDA 9.6x / 3년 순부채 +98억 vs EBITDA합 54억 / 유동비율 51%
69.6,59.6,51,(주)나우산업,00969411,,false,제조업,1차 금속,REFI(롤오버형),528.7,0.005,27.8,0.053,175.3,6.3,2.444,0.789,0.9,48,0.6,1.025,56,130,measured_cashbridge,2025,audit,8.2,30.6,0,,-22.3,176.2,144.7,24.8,34.2,-1.1,0.002,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성,0.02,company_history,,,,,순부채/EBITDA 6.3x / 부채비율 244% / 3년 순부채 +48억 vs EBITDA합 80억 / 매출 1원 성장에 순부채 1.02원 / 유동비율 79% / 현금/매출 0% / 현금 2년 연속 감소
69.6,69.8,32.9,티케이지에코머티리얼(주),01021408,,false,제조업,고무·플라스틱제품,REFI(롤오버형),723.3,-0.237,49.3,0.068,786.5,16,2.373,0.326,53.5,84,7.333,,20,137,measured_cashbridge,2025,audit,65,31.4,,,33.5,840,840,-44.8,18.8,1.3,0.0018,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년),0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 16.0x / 부채비율 237% / 3년 순부채 +84억 vs EBITDA합 11억 / 유동비율 33% / 현금 2년 연속 감소 / 영업적자 2/3년
69.6,46.3,75,(주)일렉트로엠,01209972,,false,제조업,전자부품·컴퓨터·통신장비,DISTRESS(구조조정형),305.4,0.154,37.3,0.122,212.6,5.7,1.205,0.888,31.7,41.4,3,0.388,3,28,measured_cashbridge,2025,audit,9.6,1.9,,,7.5,244.3,223.5,-28.7,-14.8,-4.3,0.0141,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년) | 성장자금형(positive): 매출 CAGR 15% + 마진 유지 · capex/매출 0.6%,0.047,company_history,,,,,순부채/EBITDA 5.7x / 3년 순부채 +41억 vs EBITDA합 -16억 / 유동비율 89% / 영업적자 2/3년
69.6,56.4,57,예주산업(주),00808794,,false,제조업,자동차·트레일러,WC_BURN(운전자본형),497.5,0.09,27.8,0.056,250.3,9,1.586,1.418,20.3,212.1,2.679,1.869,79,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 9% + 마진 유지,0.02,company_history,,,,,순부채/EBITDA 9.0x / 3년 순부채 +212억 vs EBITDA합 79억 / 매출 1원 성장에 순부채 1.87원 / 현금/매출 4%
69.6,55.8,58.1,(주)바로고,01453014,,false,정보통신,출판업,DISTRESS(구조조정형),2656.9,0.13,106.4,0.04,-11.2,-0.1,3.757,0.913,251,220.1,3,0.156,168,852,measured_cashbridge,2025,audit,-316.1,1.9,,,-318.1,239.8,239.8,228.5,-139.1,51.4,0.0194,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년) | 성장자금형(positive): 매출 CAGR 13% + 마진 유지 · capex/매출 0.1%,0.029,company_history,10,UNLISTED_BLIND,,,부채비율 376% (3년 282%p↑) / 3년 순부채 +220억 vs EBITDA합 -430억 / 유동비율 91% / 현금 2년 연속 감소 / 영업적자 2/3년 / 런웨이 10개월
69.5,58,53.7,(주)금광케이엘,01655481,,false,제조업,1차 금속,REFI(롤오버형),339.1,0.039,23.8,0.07,170.1,7.1,2.699,1.147,5.7,82.7,1.124,1.489,43,99,measured_cashbridge,2025,audit,-14.8,0.2,,,-15,175.8,133.1,16.6,1.7,0.1,0.0003,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.02,company_history,5,UNLISTED_BLIND,,,순부채/EBITDA 7.1x / 부채비율 270% / 3년 순부채 +83억 vs EBITDA합 74억 / 매출 1원 성장에 순부채 1.49원 / 유동비율 115% / 현금/매출 2% / 런웨이 5개월
69.5,34.5,95.7,(주)금강주택,00489818,,false,건설업,종합 건설,WC_BURN(운전자본형),7774.7,0.126,912.3,0.117,2766,3,0.547,3.333,857.9,2900.8,2.139,1.243,409,,netdebt_inferred,,,,,,,,,,,,,,,성장,성장자금형(positive): 매출 CAGR 13% + 마진 유지,0.05,company_history,,,,,"순부채/EBITDA 3.0x / 3년 순부채 +2,901억 vs EBITDA합 1,356억 / 매출 1원 성장에 순부채 1.24원"
69.5,51.4,65.3,(주)대우볼트,00491840,,false,제조업,금속가공제품,REFI(롤오버형),737.5,-0.049,83.2,0.113,527.1,6.3,1.936,0.848,24.4,203.6,0.806,,88,272,measured_cashbridge,2025,audit,-20.4,20.8,0.1,,-41.2,551.5,507,48.9,18.3,10.2,0.0138,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 0/3년),0.02,company_history,14,,,,순부채/EBITDA 6.3x / 3년 순부채 +204억 vs EBITDA합 253억 / 유동비율 85% / 현금/매출 3% / 런웨이 14개월
69.5,76.6,20,경북코일센타(주),00603612,,false,제조업,금속가공제품,DISTRESS(구조조정형),356.4,-0.127,1.5,0.004,114.1,76.1,2.744,0.757,8.5,16.5,5.818,,34,79,measured_cashbridge,2025,audit,-10,0.2,,,-10.2,122.5,122.5,14.8,4.3,0.5,0.0014,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년),0.02,company_history,10,,,,순부채/EBITDA 76.1x / 부채비율 274% (3년 63%p↑) / 3년 순부채 +16억 vs EBITDA합 3억 / 유동비율 76% / 현금/매출 2% / 영업적자 2/3년 / 런웨이 10개월
69.5,69.3,33.3,서원피덱스(주),01015656,,false,제조업,식료품 제조,REFI(롤오버형),412.5,-0.025,12.8,0.031,142.5,11.1,16.988,0.651,11,57.2,1.767,0.833,21,44,measured_cashbridge,2025,audit,7.6,3.7,,,3.9,153.4,153.4,-3.8,2.4,1.3,0.0033,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 0/3년),0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 11.1x / 부채비율 1699% / 3년 순부채 +57억 vs EBITDA합 32억 / 매출 1원 성장에 순부채 0.83원 / 유동비율 65% / 현금/매출 3%
69.5,54.9,59.1,(주)뉴젠스,01016965,,false,정보통신,컴퓨터 프로그래밍·SI,WC_BURN(운전자본형),886.9,0.092,32.9,0.037,225.9,6.9,0.905,2.305,6,265.9,2.206,2.712,18,20,measured_cashbridge,2025,audit,10.3,8.4,1,,1.9,231.9,30,-9.6,3.9,-3.1,0.0035,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 9% + 마진 유지 · capex/매출 0.9%,0.025,company_history,,,,,순부채/EBITDA 6.9x / 3년 순부채 +266억 vs EBITDA합 121억 / 매출 1원 성장에 순부채 2.71원 / 현금/매출 1%
69.5,59.9,50,로지스올엔지니어링(주),01153707,,false,제조업,기타 기계·장비,DISTRESS(구조조정형),475.6,0.156,-12.1,-0.025,15.2,,3.732,0.977,41,8.3,0.519,0.018,14,83,measured_cashbridge,2025,audit,-30.3,0.2,,,-30.5,56.2,42.8,-40.7,-53.4,-2.6,0.0055,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년) | 성장자금형(negative): 매출 CAGR 16% 인데 EBITDA마진 3.7%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.02,company_history,16,UNLISTED_BLIND,,,EBITDA 적자 -12억 / 부채비율 373% / EBITDA마진 1%→-3% / 3년 순부채 +8억 vs EBITDA합 16억 / 유동비율 98% / 영업적자 2/3년 / 런웨이 16개월
69.5,79.8,14.3,(주)야나두,01343416,,false,교육,교육 서비스,DISTRESS(구조조정형),774.5,0.373,-107.3,-0.138,284.7,,-33.688,0.411,94.3,707.6,3,1.489,235,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 3/3년 · 자본잠식) | 성장자금형(positive): 매출 CAGR 37% + 마진 유지,0.097,company_history,9,,,,EBITDA 적자 -107억 / 자본잠식 / 3년 순부채 +708억 vs EBITDA합 -525억 / 매출 1원 성장에 순부채 1.49원 / 유동비율 41% / 영업적자 3/3년 / 런웨이 9개월
69.5,45.1,76.7,(주)정훈산업개발,01467293,,false,건설업,종합 건설,GROWTH(성장자금형),923.1,5.299,93,0.101,196.3,2.1,2.951,1.71,4.9,34.1,2.47,0.037,10,,netdebt_inferred,,,,,,,,,,,,,,,성장,성장자금형(positive): 매출 CAGR 530% + 마진 유지,0.025,company_history,,,,,부채비율 295% (3년 157%p↑) / 3년 순부채 +34억 vs EBITDA합 14억 / 현금/매출 1% / 영업적자 2/3년
69.5,80,14,굿윌아이엔씨(주),01460810,,false,사업지원·임대,사업지원 서비스,DISTRESS(구조조정형),463.7,-0.163,2.6,0.006,28.7,11,8.517,1.077,1.2,2.2,3,,25,37,measured_cashbridge,2025,audit,-2.5,0.5,,,-3,29.9,29.9,4,1,0.5,0.0011,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 1/3년),0.015,company_history,6,UNLISTED_BLIND,,,순부채/EBITDA 11.0x / 부채비율 852% (3년 113%p↑) / 3년 순부채 +2억 vs EBITDA합 -9억 / 유동비율 108% / 현금/매출 0% / 런웨이 6개월
69.4,67.7,35.8,(주)루트,00405269,,false,제조업,의복·모피 제조,DISTRESS(구조조정형),391,,18.6,0.048,198.2,10.6,6.207,1.546,27.7,198.2,3,0.507,68,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 3/3년),0.071,company_history,,,,,순부채/EBITDA 10.6x / 부채비율 621% (3년 621%p↑) / 3년 순부채 +198억 vs EBITDA합 -4억 / 매출 1원 성장에 순부채 0.51원 / 영업적자 3/3년
69.4,54.2,60.2,삼진정공(주),00169622,,false,제조업,금속가공제품,REFI(롤오버형),1679.4,0.034,73.7,0.044,677.1,9.2,1.419,0.911,2.9,113.1,0.816,0.27,94,221,measured_cashbridge,2025,audit,29.3,48.6,0,,-19.3,680,450,78.7,77,31,0.0185,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성,0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 9.2x / 3년 순부채 +113억 vs EBITDA합 139억 / 유동비율 91% / 현금/매출 0% / 현금 2년 연속 감소
69.4,78.9,15.7,(주)코스틸,00874511,,false,도소매,도매·상품중개,DISTRESS(구조조정형),792.2,-0.415,-96.6,-0.122,1101.4,,4.534,0.358,42.6,-282.7,0,,92,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 3/3년),0.008,company_history,3,,,,EBITDA 적자 -97억 / 부채비율 453% (3년 213%p↑) / EBITDA마진 -2%→-12% / 유동비율 36% / 현금 2년 연속 감소 / 영업적자 3/3년 / 런웨이 3개월
69.4,71.1,29.6,캐스코드(주),00404826,,false,제조업,1차 금속,DISTRESS(구조조정형),873.9,-0.038,23.6,0.027,116,4.9,3.887,0.499,1.2,37.4,3,,12,12,measured_cashbridge,2025,audit,34.4,15.1,,,19.3,117.2,115.3,-21,10.9,2.4,0.0028,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년),0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 4.9x / 부채비율 389% / 3년 순부채 +37억 vs EBITDA합 -76억 / 유동비율 50% / 현금/매출 0% / 영업적자 2/3년
69.4,32,100,에스케이에어플러스(주),00634472,,false,제조업,화학물질·화학제품,TIGHT(유동성형),3233.3,0.253,1270.5,0.393,4303.1,3.4,2.279,0.256,14.2,-953.7,-0.309,-0.6,0,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(negative): 매출 CAGR 25% 인데 EBITDA마진 7.8%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.02,company_history,,,,,순부채/EBITDA 3.4x / 부채비율 228% / EBITDA마진 47%→39% / 유동비율 26% / 현금/매출 0%
69.4,46,74.6,(주)가유,00834948,,false,제조업,금속가공제품,WC_BURN(운전자본형),460.2,0.079,92,0.2,533.9,5.8,2.594,0.497,91,164,0.792,2.764,3,141,measured_cashbridge,2025,audit,73.5,119.3,,,-45.8,624.9,308.3,60.8,126,8.3,0.018,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성 | 성장자금형(positive): 매출 CAGR 8% + 마진 유지 · capex/매출 25.9%,0.02,company_history,,,,,순부채/EBITDA 5.8x / 부채비율 259% (3년 61%p↑) / 3년 순부채 +164억 vs EBITDA합 207억 / 매출 1원 성장에 순부채 2.76원 / 유동비율 50%
69.4,53.4,61.5,우리와(주),00921387,,false,제조업,식료품 제조,REFI(롤오버형),849.7,-0.074,84.9,0.1,708,8.3,2.987,0.283,16,-35.2,-0.183,,163,490,measured_cashbridge,2025,audit,80.9,163.9,,,-93.9,724,625,115.8,,,,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 1/3년),0.02,company_history,,,,,순부채/EBITDA 8.3x / 부채비율 299% (3년 72%p↑) / 유동비율 28% / 현금/매출 2% / 현금 2년 연속 감소
69.4,44.4,77.5,(주)투데이아트,00942414,,false,제조업,인쇄·기록매체 복제,REFI(롤오버형),1111.8,-0.003,155.9,0.14,1196.7,7.7,1.455,0.601,117.8,189.8,0.257,0.819,164,636,measured_cashbridge,2025,audit,127.6,247,10,,-119.3,1314.6,1059.3,112.3,248,-8,0.0072,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 0/3년),0.042,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 7.7x / EBITDA마진 19%→14% / 3년 순부채 +190억 vs EBITDA합 739억 / 매출 1원 성장에 순부채 0.82원 / 유동비율 60%
69.4,70.9,30,(주)네이처텍,00927345,,false,제조업,식료품 제조,DISTRESS(구조조정형),456.2,-0.088,-6.3,-0.014,192.8,,3.413,1.218,10.6,6.5,0.102,,29,73,measured_cashbridge,2025,audit,36,25.4,20,,9.7,203.4,77.7,12,46.9,1.1,0.0024,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년) | 리캡(negative): 배당 20억 (매출의 4.4% · OCF의 56%) + 순부채 +12억 — 차입 배당 구조,0.02,company_history,,,,,EBITDA 적자 -6억 / 부채비율 341% (3년 158%p↑) / 3년 순부채 +6억 vs EBITDA합 63억 / 현금/매출 2% / 현금 2년 연속 감소 / 영업적자 2/3년
69.4,52.6,62.8,(주)유진기전,00929750,,false,도소매,도매·상품중개,TIGHT(유동성형),336.4,0.073,28.1,0.084,295.6,10.5,2.936,0.376,2.7,30.4,0.673,0.388,182,508,measured_cashbridge,2025,audit,27.2,178.7,,,-151.5,298.3,174.9,121.3,163.6,-15.1,0.045,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성 | 성장자금형(positive): 매출 CAGR 7% + 마진 유지 · capex/매출 53.1%,0.008,company_history,,,,,순부채/EBITDA 10.5x / 부채비율 294% (3년 65%p↑) / 3년 순부채 +30억 vs EBITDA합 45억 / 유동비율 38% / 현금/매출 1%
69.4,49.5,68.4,(주)우리에프엔비,01292556,,false,제조업,식료품 제조,WC_BURN(운전자본형),484.1,0.066,51.3,0.106,166.4,3.2,1.923,0.567,27.2,137.1,1.412,3.002,0,1,measured_cashbridge,2025,audit,39.3,34.7,,,4.6,193.6,98.2,-3.6,33.7,1.9,0.0039,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성 | 성장자금형(positive): 매출 CAGR 7% + 마진 유지 · capex/매출 7.2%,0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 3.2x / 3년 순부채 +137억 vs EBITDA합 97억 / 매출 1원 성장에 순부채 3.00원 / 유동비율 57%
69.3,69.2,32.5,코아스,01744420,,false,제조업,자동차·트레일러,DISTRESS(구조조정형),779.5,-0.111,-42.6,-0.055,178.6,,33.006,0.58,218.5,-39.6,0,,0,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 3/3년),0.02,company_history,50,,,,EBITDA 적자 -43억 / 부채비율 3301% (3년 2984%p↑) / EBITDA마진 1%→-5% / 유동비율 58% / 영업적자 3/3년
69.3,40.7,83.9,티에스아이,00938174,,false,도소매,도매·상품중개,GROWTH(성장자금형),2719.9,0.593,180.5,0.066,760,4.2,1.92,1.392,131.2,378.2,1.36,0.185,135,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성 | 성장자금형(positive): 매출 CAGR 59% + 마진 유지,0.048,company_history,,,,,순부채/EBITDA 4.2x / 3년 순부채 +378억 vs EBITDA합 278억 / 현금/매출 5% / 현금 2년 연속 감소
69.3,59.7,49.7,농업회사법인에이플러스(주),01638077,,false,제조업,식료품 제조,REFI(롤오버형),611.6,0.063,8.2,0.013,84.1,10.3,3.182,1.325,3.5,27.3,1.025,0.266,9,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 6% + 마진 유지,0.02,company_history,,,,,순부채/EBITDA 10.3x / 부채비율 318% / 3년 순부채 +27억 vs EBITDA합 27억 / 현금/매출 1% / 현금 2년 연속 감소
69.3,56.2,55.9,(주)흥아,00189112,,false,제조업,고무·플라스틱제품,REFI(롤오버형),3822.5,-0.102,214.7,0.056,1629,7.6,1.953,0.843,328.8,197.7,0.765,,0,104,measured_cashbridge,2025,audit,116.9,58.8,0,,51.4,1957.7,1464.7,-38.7,22.7,55.4,0.0145,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 0/3년),0.03,company_history,,,,,순부채/EBITDA 7.6x / 3년 순부채 +198억 vs EBITDA합 258억 / 유동비율 84%
69.3,50.6,66.2,마리오쇼핑(주),00219954,,false,제조업,의복·모피 제조,REFI(롤오버형),403.9,0.022,91,0.225,1269.6,14,1.466,0.152,141.7,389.2,1.191,6.329,0,187,measured_cashbridge,2025,audit,50.6,14,,,36.6,1411.3,1405.4,-8.8,39.4,2.4,0.006,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 14.0x / EBITDA마진 28%→23% / 3년 순부채 +389억 vs EBITDA합 327억 / 매출 1원 성장에 순부채 6.33원 / 유동비율 15%
69.3,59.4,50.2,(주)세이브존,00255804,,false,도소매,소매(자동차 제외),REFI(롤오버형),1547.4,-0.05,57.5,0.037,713.9,12.4,0.384,0.94,276.7,75.9,1.067,,0,0,measured_cashbridge,2025,audit,61.8,19.7,5,,42.2,990.7,944.5,-73.6,-44.8,33,0.0213,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 1/3년),0.076,company_history,,,,,순부채/EBITDA 12.4x / EBITDA마진 7%→4% / 3년 순부채 +76억 vs EBITDA합 71억 / 유동비율 94%
69.3,65.6,39,에스케이어드밴스드(주),01043844,,false,제조업,화학물질·화학제품,DISTRESS(구조조정형),6101,-0.057,,,936.5,,4.074,0.43,1322,3634.5,3,,271,3214,measured_cashbridge,2025,api,-1250.5,48.2,,,-1301,2258.5,1702.2,-1182.3,45.6,-486.4,0.0797,unavailable,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 3/3년),0.02,company_history,13,IN_MOTION,2025-12-23,주요사항보고서(자본으로인정되는채무증권발행결정),"부채비율 407% (3년 310%p↑) / 3년 순부채 +3,634억 vs EBITDA합 -1,686억 / 유동비율 43% / 영업적자 3/3년 / 런웨이 13개월"
69.3,75.7,21,(주)헬리녹스,01108530,,false,제조업,섬유제품 제조,REFI(롤오버형),481.2,-0.151,8.2,0.017,637.5,77.7,0.851,0.713,28.3,375.3,2.157,,149,457,measured_cashbridge,2025,audit,-11,76.7,0,,-87.7,665.9,665.9,-35.6,-43.5,-3,0.0063,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년),0.047,company_history,31,UNLISTED_BLIND,,,순부채/EBITDA 77.7x / EBITDA마진 8%→2% / 3년 순부채 +375억 vs EBITDA합 174억 / 유동비율 71% / 현금 2년 연속 감소 / 영업적자 2/3년
69.3,40.7,83.9,고젠코리아(주),01304532,,false,제조업,식료품 제조,GROWTH(성장자금형),509.2,0.255,46.5,0.091,127.4,2.7,4.593,0.981,29.7,60.9,0.784,0.276,0,0,measured_cashbridge,2025,audit,24.6,6.3,10.6,,18.3,157,156.9,-7.4,17.2,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성 | 성장자금형(positive): 매출 CAGR 25% + 마진 유지 · capex/매출 1.2%,0.02,company_history,,,,,부채비율 459% (3년 111%p↑) / 3년 순부채 +61억 vs EBITDA합 78억 / 유동비율 98%
69.3,47.9,71.1,성우파일,01366480,,false,제조업,비금속 광물제품,REFI(롤오버형),747,0.062,68.6,0.092,377,5.5,1.368,0.671,23.8,215.9,1.61,0.521,107,323,measured_cashbridge,2025,audit,68,154,,,-86,400.9,272,62.8,131.3,-0.6,0.0007,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 6% + 마진 유지 · capex/매출 20.6%,0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 5.5x / 3년 순부채 +216억 vs EBITDA합 134억 / 매출 1원 성장에 순부채 0.52원 / 유동비율 67% / 현금/매출 3%
69.3,83.5,6.7,(주)에스엔디유통,01529609,,false,숙박·음식,음식점·주점,DISTRESS(구조조정형),533.7,-0.084,-24.4,-0.046,268.3,,-40.078,0.05,0.1,100.7,3,,73,179,measured_cashbridge,2025,audit,-20.7,0.2,,,-20.9,268.4,268.4,21.1,0.4,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 3/3년 · 자본잠식),0.01,company_history,0,UNLISTED_BLIND,,,EBITDA 적자 -24억 / 자본잠식 / 3년 순부채 +101억 vs EBITDA합 -63억 / 유동비율 5% / 현금/매출 0% / 영업적자 3/3년 / 런웨이 0개월
69.2,71.4,28.2,신성해운(주),00209799,,false,운수·물류,수상 운송,REFI(롤오버형),860.2,-0.26,25.2,0.029,429.8,17.1,6.951,0.304,1.6,-142.6,-0.295,,0,0,measured_cashbridge,2025,audit,105,0,5.8,,105,431.5,136.3,-137.5,-18.4,-14.1,0.0164,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 1/3년),0.015,company_history,,,,,순부채/EBITDA 17.1x / 부채비율 695% (3년 252%p↑) / EBITDA마진 9%→3% / 유동비율 30% / 현금/매출 0%
69.2,63.8,42.1,(주)농협유통,00221171,,false,도소매,도매·상품중개,TIGHT(유동성형),13944.4,0.031,65.9,0.005,177.1,2.7,1.644,0.324,37.7,987.6,1.795,0.819,386,1019,measured_cashbridge,2025,audit,108.8,203,,,-320.9,214.7,,-21.8,429.3,-342.3,0.0246,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년),0.008,company_history,,UNLISTED_BLIND,,,3년 순부채 +988억 vs EBITDA합 550억 / 매출 1원 성장에 순부채 0.82원 / 유동비율 32% / 현금/매출 0% / 현금 2년 연속 감소 / 영업적자 2/3년
69.2,57.9,52.7,대보실업(주),00246648,,false,건설업,종합 건설,REFI(롤오버형),1014.6,0.033,12.3,0.012,104,8.5,0.324,1.058,11.1,46.9,1.06,0.586,18,,netdebt_inferred,2025,audit,-39.3,,,,,115.1,115.1,-9.5,-48.8,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.025,company_history,3,,,,순부채/EBITDA 8.5x / 3년 순부채 +47억 vs EBITDA합 44억 / 매출 1원 성장에 순부채 0.59원 / 유동비율 106% / 현금/매출 1% / 현금 2년 연속 감소 / 런웨이 3개월
69.2,60.4,47.9,(주)에이치앤디이,00187938,,false,도소매,도매·상품중개,REFI(롤오버형),1982.5,0,28.3,0.014,257.6,9.1,0.649,0.289,19.2,87.8,1.346,0.575,25,72,measured_cashbridge,2025,audit,19.5,13.4,7.8,,6.2,276.8,276.8,54.3,73.7,0.1,0.0001,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 0/3년),0.008,company_history,,,,,순부채/EBITDA 9.1x / 3년 순부채 +88억 vs EBITDA합 65억 / 매출 1원 성장에 순부채 0.58원 / 유동비율 29% / 현금/매출 1%
69.2,61.6,45.9,(주)유승건설,00246897,,false,건설업,종합 건설,WC_BURN(운전자본형),489.7,0.082,11.3,0.023,188.7,16.8,0.908,4.413,9.4,329.6,9.312,3.208,141,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 8% + 마진 유지,0.025,company_history,109,,,,순부채/EBITDA 16.8x / 3년 순부채 +330억 vs EBITDA합 35억 / 매출 1원 성장에 순부채 3.21원 / 현금/매출 2% / 현금 2년 연속 감소
